Source,Target,Type,Id,Label,timeset,Weight
4013,9487,Undirected,21920,,,1
3624,9487,Undirected,20897,,,1
3406,9487,Undirected,20387,,,1
3170,9487,Undirected,19775,,,1
3078,9487,Undirected,19536,,,1
3029,9487,Undirected,19395,,,1
2887,9487,Undirected,19062,,,1
2634,9487,Undirected,18405,,,1
2590,9487,Undirected,18232,,,1
2144,9487,Undirected,17188,,,1
1360,9487,Undirected,15468,,,1
971,9487,Undirected,14565,,,1
758,9487,Undirected,14045,,,1
345,9487,Undirected,13135,,,1
264,9487,Undirected,12909,,,1
4699,9881,Undirected,23835,,,1
4498,9881,Undirected,23351,,,1
4349,9881,Undirected,22944,,,1
4283,9881,Undirected,22794,,,1
4262,9881,Undirected,22690,,,1
4017,9881,Undirected,21998,,,1
4016,9881,Undirected,21976,,,1
4015,9881,Undirected,21951,,,1
3765,9881,Undirected,21281,,,1
3624,9881,Undirected,20903,,,1
3393,9881,Undirected,20335,,,1
3389,9881,Undirected,20301,,,1
3170,9881,Undirected,19782,,,1
3148,9881,Undirected,19714,,,1
3114,9881,Undirected,19635,,,1
3078,9881,Undirected,19540,,,1
3029,9881,Undirected,19399,,,1
2887,9881,Undirected,19063,,,1
2677,9881,Undirected,18546,,,1
2634,9881,Undirected,18412,,,1
2633,9881,Undirected,18373,,,1
2590,9881,Undirected,18235,,,1
2114,9881,Undirected,17095,,,1
1360,9881,Undirected,15470,,,1
1019,9881,Undirected,14711,,,1
971,9881,Undirected,14570,,,1
758,9881,Undirected,14048,,,1
345,9881,Undirected,13136,,,1
4498,10010,Undirected,23352,,,1
4283,10010,Undirected,22795,,,1
4265,10010,Undirected,22715,,,1
4017,10010,Undirected,21999,,,1
4015,10010,Undirected,21952,,,1
3805,10010,Undirected,21393,,,1
3624,10010,Undirected,20904,,,1
3406,10010,Undirected,20394,,,1
3170,10010,Undirected,19784,,,1
3114,10010,Undirected,19636,,,1
3078,10010,Undirected,19541,,,1
3029,10010,Undirected,19400,,,1
2634,10010,Undirected,18413,,,1
2114,10010,Undirected,17096,,,1
1867,10010,Undirected,16567,,,1
1486,10010,Undirected,15727,,,1
1360,10010,Undirected,15471,,,1
1121,10010,Undirected,14970,,,1
971,10010,Undirected,14572,,,1
965,10010,Undirected,14475,,,1
758,10010,Undirected,14050,,,1
408,10010,Undirected,13277,,,1
4498,10253,Undirected,23353,,,1
4283,10253,Undirected,22796,,,1
4017,10253,Undirected,22000,,,1
4015,10253,Undirected,21953,,,1
3624,10253,Undirected,20906,,,1
3389,10253,Undirected,20304,,,1
3170,10253,Undirected,19786,,,1
3078,10253,Undirected,19543,,,1
3029,10253,Undirected,19401,,,1
2634,10253,Undirected,18414,,,1
2633,10253,Undirected,18374,,,1
1043,10253,Undirected,14800,,,1
971,10253,Undirected,14574,,,1
758,10253,Undirected,14052,,,1
4265,10889,Undirected,22717,,,1
4017,10889,Undirected,22004,,,1
4016,10889,Undirected,21978,,,1
3029,10889,Undirected,19402,,,1
11383,12224,Undirected,24542,,,1
4498,12224,Undirected,23365,,,1
4283,12224,Undirected,22799,,,1
4017,12224,Undirected,22010,,,1
4015,12224,Undirected,21965,,,1
3624,12224,Undirected,20920,,,1
3406,12224,Undirected,20411,,,1
3170,12224,Undirected,19801,,,1
3078,12224,Undirected,19554,,,1
3029,12224,Undirected,19405,,,1
2677,12224,Undirected,18549,,,1
2634,12224,Undirected,18420,,,1
2114,12224,Undirected,17111,,,1
971,12224,Undirected,14589,,,1
758,12224,Undirected,14063,,,1
264,12906,Undirected,12916,,,1
264,11331,Undirected,12914,,,1
