Source,Target,Type,Id,Label,timeset,Weight
3029,25504,Undirected,72248,,,1
2634,25504,Undirected,71319,,,1
2633,25504,Undirected,71282,,,1
2590,25504,Undirected,71157,,,1
2144,25504,Undirected,70176,,,1
2114,25504,Undirected,70096,,,1
1121,25504,Undirected,68098,,,1
1019,25504,Undirected,67848,,,1
971,25504,Undirected,67708,,,1
965,25504,Undirected,67625,,,1
758,25504,Undirected,67228,,,1
264,25504,Undirected,66158,,,1
185,25504,Undirected,65979,,,1
4963,26985,Undirected,76858,,,1
4726,26985,Undirected,76401,,,1
4498,26985,Undirected,75878,,,1
4378,26985,Undirected,75633,,,1
4371,26985,Undirected,75619,,,1
4283,26985,Undirected,75383,,,1
4265,26985,Undirected,75305,,,1
4154,26985,Undirected,74992,,,1
4153,26985,Undirected,74972,,,1
4015,26985,Undirected,74578,,,1
3805,26985,Undirected,74093,,,1
3765,26985,Undirected,73990,,,1
3624,26985,Undirected,73630,,,1
3406,26985,Undirected,73162,,,1
3389,26985,Undirected,73080,,,1
3170,26985,Undirected,72602,,,1
3114,26985,Undirected,72477,,,1
3078,26985,Undirected,72383,,,1
2634,26985,Undirected,71323,,,1
2633,26985,Undirected,71286,,,1
2114,26985,Undirected,70100,,,1
1867,26985,Undirected,69603,,,1
1486,26985,Undirected,68805,,,1
1121,26985,Undirected,68100,,,1
971,26985,Undirected,67713,,,1
965,26985,Undirected,67628,,,1
758,26985,Undirected,67233,,,1
408,26985,Undirected,66515,,,1
264,26985,Undirected,66160,,,1
5086,37987,Undirected,77059,,,1
4726,37987,Undirected,76405,,,1
4703,37987,Undirected,76344,,,1
4699,37987,Undirected,76326,,,1
4498,37987,Undirected,75900,,,1
4378,37987,Undirected,75639,,,1
4349,37987,Undirected,75523,,,1
4283,37987,Undirected,75393,,,1
4265,37987,Undirected,75317,,,1
4262,37987,Undirected,75290,,,1
4016,37987,Undirected,74621,,,1
4015,37987,Undirected,74606,,,1
3805,37987,Undirected,74111,,,1
3765,37987,Undirected,73999,,,1
3624,37987,Undirected,73659,,,1
3406,37987,Undirected,73195,,,1
3389,37987,Undirected,73100,,,1
3170,37987,Undirected,72633,,,1
3114,37987,Undirected,72490,,,1
3078,37987,Undirected,72405,,,1
3029,37987,Undirected,72264,,,1
2634,37987,Undirected,71341,,,1
2633,37987,Undirected,71306,,,1
2590,37987,Undirected,71172,,,1
2472,37987,Undirected,70889,,,1
2114,37987,Undirected,70124,,,1
1867,37987,Undirected,69610,,,1
1486,37987,Undirected,68819,,,1
1121,37987,Undirected,68105,,,1
1019,37987,Undirected,67860,,,1
971,37987,Undirected,67742,,,1
965,37987,Undirected,67637,,,1
758,37987,Undirected,67257,,,1
264,37987,Undirected,66168,,,1
185,37987,Undirected,65990,,,1
4726,39132,Undirected,76406,,,1
4699,39132,Undirected,76327,,,1
4498,39132,Undirected,75903,,,1
4349,39132,Undirected,75524,,,1
4283,39132,Undirected,75395,,,1
4265,39132,Undirected,75320,,,1
4262,39132,Undirected,75291,,,1
4015,39132,Undirected,74610,,,1
3805,39132,Undirected,74115,,,1
3765,39132,Undirected,74001,,,1
3624,39132,Undirected,73662,,,1
3406,39132,Undirected,73199,,,1
3389,39132,Undirected,73103,,,1
3170,39132,Undirected,72636,,,1
